plasmid_id	ptu	taxon_oid	scaffold_oid	source_type	ecosystem	length	gene_count	genomad_score	putatively_complete	topology	mob_genes	t4cp_genes	t4ss_atpase_genes	other_conjugation_genes	complete_mpf_family	origin_of_transfer	arg_genes	putative_phage_plasmid	host_prediction_method	host_taxonomy	closest_reference	closest_reference_ani_percent	closest_reference_af_percent
IMGPR_plasmid_2537561598_000003	PTU_00020681	2537561598	2537573729	Isolate		4609	6	0.9619	Yes	Direct terminal repeat								No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	100.0	100.0
IMGPR_plasmid_3300013602_000001	PTU_00000280	3300013602	Ga0117848_10092	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	8367	11	0.9615	No	Linear								No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.89	100.0
IMGPR_plasmid_3300013419_000003	PTU_00018706	3300013419	Ga0117972_10137	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	5413	4	0.9612	No	Linear			virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.89	100.0
IMGPR_plasmid_3300013221_000005	PTU_00000280	3300013221	Ga0118505_100078	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	7762	7	0.9612	No	Linear			virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.99	100.0
IMGPR_plasmid_3300013915_000003	PTU_00000280	3300013915	Ga0118540_100138	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	8550	10	0.9610	No	Linear								No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae	NC_021086.1	89.25	97.4
IMGPR_plasmid_3300012433_000006	PTU_00000280	3300012433	Ga0118126_100046	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	6727	9	0.9605	No	Linear				T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.64	100.0
IMGPR_plasmid_3300013607_000002	PTU_00000280	3300013607	Ga0118314_10011	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	8780	10	0.9603	No	Linear								No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae	NC_021086.1	89.25	97.47
IMGPR_plasmid_3300012546_000005	PTU_00018706	3300012546	Ga0118251_100030	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	13232	15	0.9601	No	Linear			virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	96.27	60.07
IMGPR_plasmid_3300013576_000001	PTU_00000280	3300013576	Ga0118042_10090	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	4934	7	0.9600	No	Linear				T_virB11				No			NC_021086.1	98.63	100.0
IMGPR_plasmid_3300007866_000013	PTU_00000280	3300007866	Ga0111018_100117	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin;Retroauricular crease	8507	9	0.9597	No	Linear			virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.86	99.98
IMGPR_plasmid_3300012575_000007	PTU_00020681	3300012575	Ga0118085_100258	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	4385	6	0.9594	No	Linear								No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	84.18	93.2
IMGPR_plasmid_3300013607_000003	PTU_00000280	3300013607	Ga0118314_10140	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	4021	4	0.9592	No	Linear			virb4					No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	97.57	100.0
IMGPR_plasmid_2537561821_000001	PTU_00000280	2537561821	2537598671	Isolate		5602	3	0.9590	No	Linear			virb4	FA_orf14				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.66	99.96
IMGPR_plasmid_2917716410_000003	PTU_00000825	2917716410	2917716418	Isolate		11702	11	0.9576	No	Linear		tcpA	virb4	FA_orf14				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium humerusii	NZ_CP017041.1	99.0	96.8
IMGPR_plasmid_3300013668_000004	PTU_00000280	3300013668	Ga0117843_100029	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	6605	8	0.9564	No	Linear				T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia	NC_021086.1	97.98	99.82
IMGPR_plasmid_7000000066_000004	PTU_00000280	7000000066	C48987	Metagenome	Host-associated;Mammals: Human;Respiratory system;Nasal cavity;Anterior nares	8740	9	0.9558	No	Linear								No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae	NC_021086.1	91.38	97.46
IMGPR_plasmid_3300013588_000005	PTU_00000280	3300013588	Ga0118002_10095	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	8968	10	0.9557	No	Linear								No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae	NC_021086.1	89.58	97.5
IMGPR_plasmid_3300012337_000014	PTU_00000280	3300012337	Ga0118302_100235	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	4445	5	0.9556	No	Linear			virb4					No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.03	100.0
IMGPR_plasmid_3300009577_000050	PTU_00000280	3300009577	Ga0105230_100702	Metagenome	Environmental;Aquatic;Marine;Oceanic	5648	7	0.9541	No	Linear				T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.91	99.98
IMGPR_plasmid_3300006994_000009	PTU_00006047	3300006994	Ga0102729_100294	Metagenome	Host-associated;Mammals: Human;Respiratory system;Nasal cavity;Anterior nares	4367	6	0.9528	No	Linear				T_virB11				No			NC_021086.1	98.97	98.9
IMGPR_plasmid_3300012622_000013	PTU_00000280	3300012622	Ga0118097_100112	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	12690	16	0.9525	No	Linear		tcpA	virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.69	100.0
IMGPR_plasmid_3300012572_000013	PTU_00000280	3300012572	Ga0118497_100188	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	8415	9	0.9518	No	Linear								No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae	NC_021086.1	88.63	97.22
IMGPR_plasmid_2531839222_000002	PTU_00000280	2531839222	2531877037	Isolate		8758	12	0.9509	No	Linear								No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	96.27	100.0
IMGPR_plasmid_3300013240_000009	PTU_00000280	3300013240	Ga0118105_100164	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	4554	6	0.9501	No	Linear				T_virB11				No			NC_021086.1	97.8	100.0
IMGPR_plasmid_3300012587_000004	PTU_00000280	3300012587	Ga0118455_100093	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	8219	10	0.9500	No	Linear				T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.07	100.0
IMGPR_plasmid_3300013408_000003	PTU_00288506	3300013408	Ga0117997_10124	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	4971	4	0.9498	No	Linear			virb4					No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.84	99.96
IMGPR_plasmid_3300012434_000004	PTU_00100790	3300012434	Ga0118316_100019	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	13646	19	0.9485	No	Linear								No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae	NC_021086.1	89.44	75.31
IMGPR_plasmid_3300012426_000007	PTU_00000280	3300012426	Ga0118233_10098	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	8481	10	0.9444	No	Linear								No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	NC_021086.1	92.52	97.38
IMGPR_plasmid_2537561581_000004	PTU_00000825	2537561581	2537570922	Isolate		8170	9	0.9430	No	Linear								No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NZ_CP017041.1	85.93	93.49
IMGPR_plasmid_7000000217_000002	PTU_00000280	7000000217	SRS057083_LANL_scaffold_13270	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin;Retroauricular crease	4905	4	0.9428	No	Linear			virb4					No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.61	99.96
IMGPR_plasmid_2537561595_000002	PTU_00000280	2537561595	2537573656	Isolate		25231	43	0.9395	No	Linear								No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.33	97.9
IMGPR_plasmid_2537561817_000002	PTU_00000825	2537561817	2537598524	Isolate		11492	16	0.9302	No	Linear								No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NZ_CP017041.1	90.88	95.59
IMGPR_plasmid_2537561586_000002	PTU_00000825	2537561586	2537571183	Isolate		8814	14	0.9239	No	Linear								No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NZ_CP017041.1	92.19	95.51
IMGPR_plasmid_3300013579_000005	PTU_00000825	3300013579	Ga0117855_10058	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	8541	11	0.9123	No	Linear								No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	NZ_CP017041.1	92.47	93.71
IMGPR_plasmid_3300012254_000013	PTU_00000825	3300012254	Ga0118512_100121	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	8871	12	0.9067	No	Linear								No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	NZ_CP017041.1	92.74	95.47
IMGPR_plasmid_3300013275_000010	PTU_00193896	3300013275	Ga0118096_100159	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	4983	5	0.9065	No	Linear								No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	NC_021086.1	99.94	100.0
IMGPR_plasmid_3300013620_000006	PTU_00000280	3300013620	Ga0118537_10065	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	6947	9	0.9047	No	Linear				T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.73	100.0
IMGPR_plasmid_3300013153_000009	PTU_00000280	3300013153	Ga0118459_100191	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	5052	7	0.8895	No	Linear				T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.04	100.0
IMGPR_plasmid_3300009998_000530	PTU_00000280	3300009998	Ga0131940_108555	Metagenome	Engineered;Built environment;Spacecraft Assembly Cleanrooms;Gowning room;Floor	7273	10	0.8872	No	Linear				T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.41	100.0
IMGPR_plasmid_3300012278_000019	PTU_00000280	3300012278	Ga0118226_100236	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	8052	10	0.8813	No	Linear								No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	NC_021086.1	93.4	97.24
IMGPR_plasmid_2537561580_000006	PTU_00000825	2537561580	2537570862	Isolate		8166	9	0.8737	No	Linear								No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NZ_CP017041.1	85.9	93.58
IMGPR_plasmid_3300012455_000009	PTU_00000280	3300012455	Ga0118506_100205	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	4732	5	0.8631	No	Linear								No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	NC_021086.1	95.27	99.79
IMGPR_plasmid_2537561598_000005	PTU_00193896	2537561598	2537573745	Isolate		6456	7	0.8554	No	Linear								No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.88	100.0
IMGPR_plasmid_2537561674_000002	PTU_00000280	2537561674	2537580063	Isolate		4920	6	0.8065	No	Linear		tcpA		FA_orf14				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.72	100.0
