UVIG	Taxon_oid	Scaffold_oid	Coordinates ('whole' if the UViG is the entire contig)	Ecosystem classification	vOTU	Length	Topology	geNomad score	Confidence	Estimated completeness	Estimated contamination	MIUViG quality	Gene content (total genes;cds;tRNA;geNomad marker)	Taxonomic classification	Taxonomic classification method	Host taxonomy prediction	Host prediction method	Sequence origin (doi)
IMGVR_UViG_7000000588_000001	7000000588	C127165	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01649326	10114	Linear	0.98	High-confidence	34.33	0	Genome fragment	13;13;0;13	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013318_000002	3300013318	Ga0118270_10216	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02659212	9942	Linear	0.9805	High-confidence	33.75	0	Genome fragment	14;14;0;13	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300022665_000106	3300022665	Ga0247390_1004834	whole	Environmental;Aquatic;Marine;Sediment	vOTU_04078905	9842	Linear	0.9786	High-confidence	33.4	0	Genome fragment	17;17;0;16	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013258_000006	3300013258	Ga0118027_100121	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02659065	9832	Linear	0.98	High-confidence	33.38	0	Genome fragment	14;14;0;13	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300008434_000005	3300008434	Ga0115380_100008	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01920978	9807	Linear	0.9816	High-confidence	33.29	0	Genome fragment	14;14;0;13	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013272_000013	3300013272	Ga0118569_100340	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02808974	9686	Linear	0.9796	High-confidence	32.88	0	Genome fragment	14;14;0;13	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300006993_000003	3300006993	Ga0102730_10108	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01620639	9682	Linear	0.9817	High-confidence	32.87	0	Genome fragment	14;14;0;13	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007879_000002	3300007879	Ga0111089_100006	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01423855	9641	Linear	0.9792	High-confidence	32.73	0	Genome fragment	14;14;0;13	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300033694_000002	3300033694	Ga0373128_070	whole	Environmental;Terrestrial;Deep subsurface;Fracking water	vOTU_06238386	9425	Linear	0.9809	High-confidence	31.99	0	Genome fragment	13;13;0;12	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300001492_000002	3300001492	M534_100112	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_00856410	9328	Linear	0.9777	High-confidence	31.66	0	Genome fragment	17;17;0;16	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007781_000003	3300007781	Ga0105645_100102	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_01761839	9321	Linear	0.9797	High-confidence	31.64	0	Genome fragment	14;14;0;13	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013568_000005	3300013568	Ga0118171_10004	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02297875	9235	Linear	0.9801	High-confidence	31.35	0	Genome fragment	14;14;0;13	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000166_000001	7000000166	C142460	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01621127	9218	Linear	0.9812	High-confidence	31.29	0	Genome fragment	12;12;0;12	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013410_000001	3300013410	Ga0117995_100032	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02654651	9205	Linear	0.9803	High-confidence	31.25	0	Genome fragment	13;13;0;11	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300012333_000004	3300012333	Ga0118341_100008	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02659212	9147	Linear	0.9807	High-confidence	31.05	0	Genome fragment	14;14;0;13	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300012576_000006	3300012576	Ga0118178_100006	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02667433	9060	Linear	0.9806	High-confidence	30.75	0	Genome fragment	10;10;0;10	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300022073_000058	3300022073	Ga0232666_10000979	whole	Environmental;Terrestrial;Deep subsurface;Rock	vOTU_04023814	9038	Linear	0.974	High-confidence	30.67	0	Genome fragment	16;16;0;12	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300022073_000059	3300022073	Ga0232666_10000980	whole	Environmental;Terrestrial;Deep subsurface;Rock	vOTU_04023814	9037	Linear	0.9738	High-confidence	30.67	0	Genome fragment	16;16;0;12	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300012453_000005	3300012453	Ga0118566_100007	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02659065	8861	Linear	0.9793	High-confidence	30.08	0	Genome fragment	14;14;0;12	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000487_000002	7000000487	C349170	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01621127	8563	Linear	0.9808	High-confidence	29.07	0	Genome fragment	12;12;0;12	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007528_000001	3300007528	Ga0104321_100001	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01696150	8560	Linear	0.9794	High-confidence	29.06	0	Genome fragment	13;13;0;12	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300022707_003782	3300022707	Ga0247389_10010830	whole	Environmental;Aquatic;Marine;Sediment	vOTU_04097146	8517	Linear	0.9694	High-confidence	28.91	0	Genome fragment	17;17;0;16	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;;;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013710_000011	3300013710	Ga0118203_100139	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02822739	8338	Linear	0.9825	High-confidence	28.3	0	Genome fragment	12;12;0;11	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000642_000002	7000000642	C137587	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_08509504	8228	Linear	0.9811	High-confidence	27.93	0	Genome fragment	8;8;0;8	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013419_000004	3300013419	Ga0117972_10050	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02821573	8171	Linear	0.9799	High-confidence	27.74	0	Genome fragment	10;10;0;9	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007898_000002	3300007898	Ga0114268_10004	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01768952	8139	Linear	0.979	High-confidence	27.62	0	Genome fragment	14;14;0;13	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300006472_000003	3300006472	Ga0100238_100116	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_01426575	8087	Linear	0.9816	High-confidence	27.45	0	Genome fragment	11;11;0;10	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000206_000003	7000000206	C80553	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_08496890	7997	Linear	0.981	High-confidence	27.15	0	Genome fragment	12;12;0;12	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007898_000005	3300007898	Ga0114268_10002	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01768951	8798	Linear	0.9791	High-confidence	26.95	9.77	Genome fragment	13;13;0;12	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300012647_000010	3300012647	Ga0118334_100044	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_01770514	7933	Linear	0.9809	High-confidence	26.93	0	Genome fragment	12;12;0;11	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013245_000002	3300013245	Ga0118091_100207	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02659212	7891	Linear	0.9824	High-confidence	26.79	0	Genome fragment	13;13;0;11	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300001680_000366	3300001680	KiloMoana_10005144	whole	Environmental;Aquatic;Marine;Hydrothermal vents	vOTU_00820992	7793	Linear	0.9813	High-confidence	26.45	0	Genome fragment	11;11;0;10	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013274_000006	3300013274	Ga0118335_100011	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02808974	7786	Linear	0.9821	High-confidence	26.43	0	Genome fragment	11;11;0;11	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300012634_000007	3300012634	Ga0118182_100102	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_01649327	7734	Linear	0.9799	High-confidence	26.26	0	Genome fragment	11;11;0;9	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300008477_000001	3300008477	Ga0115378_100002	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01940704	7583	Linear	0.9801	High-confidence	25.74	0	Genome fragment	12;12;0;11	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300001511_000005	3300001511	M534_100262	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_00856481	7559	Linear	0.9776	High-confidence	25.66	0	Genome fragment	14;14;0;14	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013457_000009	3300013457	Ga0118614_10011	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02822070	7486	Linear	0.9779	High-confidence	25.41	0	Genome fragment	10;10;0;8	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000679_000001	7000000679	SRS018981_WUGC_scaffold_2305	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_08512181	7464	Linear	0.9772	High-confidence	25.33	0	Genome fragment	14;14;0;14	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013872_000003	3300013872	Ga0181463_1001244	whole	Engineered;Built environment;Spacecraft Assembly Cleanrooms;Gowning room	vOTU_02827305	7414	Linear	0.9782	High-confidence	25.17	0	Genome fragment	14;14;0;13	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;;;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013143_000002	3300013143	Ga0118228_100053	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02667666	7388	Linear	0.9799	High-confidence	25.08	0	Genome fragment	12;12;0;11	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007930_000001	3300007930	Ga0113882_10001	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01770347	7385	Linear	0.9803	High-confidence	25.07	0	Genome fragment	15;15;0;13	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007930_000002	3300007930	Ga0113882_10002	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01770348	7382	Linear	0.9773	High-confidence	25.06	0	Genome fragment	8;8;0;7	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300001496_000001	3300001496	M534_100083	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_00856438	7361	Linear	0.9826	High-confidence	24.99	0	Genome fragment	12;12;0;11	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300006021_000024	3300006021	Ga0058700_1000940	whole	Host-associated;Plants;Phyllosphere;Phylloplane/Leaf	vOTU_01332690	7346	Linear	0.9811	High-confidence	24.94	0	Genome fragment	8;8;0;7	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013275_000003	3300013275	Ga0118096_100051	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02659212	7287	Linear	0.9817	High-confidence	24.74	0	Genome fragment	11;11;0;11	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300008484_000005	3300008484	Ga0115188_100219	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01941627	7272	Linear	0.98	High-confidence	24.69	0	Genome fragment	9;9;0;8	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300012634_000008	3300012634	Ga0118182_100125	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02604648	7261	Linear	0.9811	High-confidence	24.65	0	Genome fragment	10;10;0;9	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000642_000001	7000000642	C137585	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01769466	7157	Linear	0.9804	High-confidence	24.3	0	Genome fragment	10;10;0;10	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300012426_000002	3300012426	Ga0118233_10127	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02665122	7155	Linear	0.9818	High-confidence	24.29	0	Genome fragment	10;10;0;10	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000206_000002	7000000206	C80551	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_08496889	7120	Linear	0.9786	High-confidence	24.17	0	Genome fragment	7;7;0;6	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007898_000003	3300007898	Ga0114268_10005	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01768953	7113	Linear	0.9801	High-confidence	24.15	0	Genome fragment	8;8;0;6	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013610_000001	3300013610	Ga0118001_10068	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02667437	7099	Linear	0.9781	High-confidence	24.1	0	Genome fragment	11;11;0;10	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000679_000002	7000000679	C100041	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01920055	7046	Linear	0.9819	High-confidence	23.92	0	Genome fragment	6;6;0;6	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300012325_000009	3300012325	Ga0118172_100013	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02604616	7025	Linear	0.9817	High-confidence	23.85	0	Genome fragment	10;10;0;10	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007876_000007	3300007876	Ga0111087_100409	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01768737	7026	Linear	0.9767	High-confidence	23.85	0	Genome fragment	15;15;0;12	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;;;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300042691_015678	3300042691	Ga0415385_0108032	whole	Environmental;Aquatic;Freshwater;Lake	vOTU_07392860	6929	Linear	0.9794	High-confidence	23.52	0	Genome fragment	8;8;0;7	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
